,recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,mspec_db,chroma_db,stft_db
10,01b41f92b,6,1,44.24,562.5,46.384,4406.25,"[[ -9.962459  -11.231769  -14.399292  ... -21.55276   -23.508364
  -17.722536 ]
 [ -9.310212  -10.999354  -14.037737  ... -21.242401  -23.157343
  -16.72373  ]
 [ -6.7012234 -10.0696945 -12.591517  ... -20.00097   -21.753263
  -12.728503 ]
 ...
 [-39.82026   -40.30611   -40.20775   ... -33.26718   -38.233715
  -40.79138  ]
 [-40.128185  -40.18063   -40.394352  ... -34.221775  -38.94079
  -40.71675  ]
 [-40.205166  -40.149258  -40.441     ... -34.460423  -39.117558
  -40.698093 ]]","[[-1.4463494 -2.6651456 -2.061319  ... -2.2585955 -1.6109539 -1.4721737]
 [-1.4890904 -2.6983867 -2.068835  ... -2.2747462 -1.6592082 -1.4662826]
 [-1.5318314 -2.731628  -2.076351  ... -2.290897  -1.7074624 -1.4603914]
 ...
 [-3.6428063 -2.7679164 -1.6544039 ... -2.4053638 -3.6807718 -1.4453448]
 [-3.7218637 -2.7878096 -1.7041875 ... -2.4065874 -3.7505455 -1.4491333]
 [-3.8009212 -2.8077028 -1.753971  ... -2.4078112 -3.8203192 -1.4529217]]","[[-13.239749 -15.529083 -17.619698 ... -23.722782 -26.065462 -20.610199]
 [-15.373237 -19.288858 -19.702671 ... -23.422827 -26.516338 -16.053282]
 [-30.64837  -28.38456  -26.717833 ... -27.286823 -27.333603 -22.033224]
 ...
 [-46.255768 -44.14655  -41.756462 ... -42.537254 -43.395096 -42.7387  ]
 [-48.79698  -44.89197  -45.199406 ... -40.67381  -45.64388  -44.679817]
 [-47.123974 -44.707413 -46.6642   ... -40.650517 -44.90464  -43.34905 ]]"
11,0201197ec,10,1,43.3575,947.461,45.8014,10852.7,"[[-13.312877 -14.349423 -16.138222 ... -23.175589 -17.543402 -20.087389]
 [-12.352269 -13.87063  -15.875112 ... -22.489946 -17.507734 -20.379494]
 [ -8.509843 -11.95546  -14.822675 ... -19.74737  -17.365065 -21.547915]
 ...
 [-45.757    -48.834614 -48.739433 ... -47.178776 -45.07553  -46.48615 ]
 [-44.88326  -48.924934 -48.288326 ... -47.332    -45.252506 -47.399998]
 [-44.664825 -48.947514 -48.17555  ... -47.370308 -45.29675  -47.62846 ]]","[[-3.4290218 -4.2349505 -2.8803468 ... -4.2610264 -5.8406878 -4.9137907]
 [-3.4859812 -4.159986  -2.7446623 ... -4.164982  -5.7524066 -4.98278  ]
 [-3.5429404 -4.0850215 -2.6089778 ... -4.068937  -5.6641254 -5.0517693]
 ...
 [-3.9573834 -5.0988355 -1.27398   ... -2.5599318 -5.011139  -3.6218283]
 [-3.9414225 -5.231278  -1.3848661 ... -2.6563358 -5.0887527 -3.55798  ]
 [-3.9254618 -5.36372   -1.4957522 ... -2.75274   -5.1663666 -3.494132 ]]","[[-15.862866 -17.40535  -18.704615 ... -25.672478 -22.51182  -23.82087 ]
 [-13.595807 -15.67058  -16.210997 ... -29.170637 -25.144104 -24.615362]
 [-15.217732 -13.820789 -14.045487 ... -28.961542 -22.464636 -22.56592 ]
 ...
 [-51.764107 -53.497032 -52.532455 ... -55.599957 -51.67648  -50.80409 ]
 [-49.72287  -54.518795 -52.927914 ... -53.270535 -51.8547   -54.650288]
 [-50.6786   -55.722    -54.726315 ... -54.31802  -53.017437 -56.302246]]"
12,0209f7ab2,7,1,50.7573,4687.5,53.8987,11437.5,"[[-22.783768 -20.763569 -20.682266 ... -23.724422 -21.94977  -23.972572]
 [-22.82394  -20.794798 -20.782553 ... -23.307234 -21.980265 -24.530441]
 [-22.984625 -20.919714 -21.183699 ... -21.638483 -22.10225  -26.761923]
 ...
 [-39.169147 -39.099545 -34.862774 ... -38.032135 -39.04418  -39.179596]
 [-39.50762  -39.62405  -36.25035  ... -38.613598 -39.30447  -39.58383 ]
 [-39.59224  -39.75518  -36.597244 ... -38.758965 -39.369545 -39.68489 ]]","[[-3.1695962 -4.948138  -6.0664268 ... -2.087087  -1.2619773 -1.3683106]
 [-2.9271395 -4.894545  -5.949001  ... -1.9093268 -1.1763663 -1.2151437]
 [-2.6846828 -4.8409524 -5.8315744 ... -1.7315667 -1.0907553 -1.0619768]
 ...
 [-1.7401056 -3.5884836 -5.969141  ... -3.2912128 -3.1007576 -3.8040173]
 [-1.8759352 -3.5893524 -5.9322925 ... -3.5766447 -3.4379685 -3.9991307]
 [-2.0117648 -3.5902212 -5.895444  ... -3.8620765 -3.7751791 -4.1942444]]","[[-26.438557 -25.379759 -25.67943  ... -26.832712 -26.081783 -29.177721]
 [-24.062334 -25.227812 -24.526125 ... -25.568758 -26.783857 -28.587154]
 [-23.912771 -25.718376 -22.186823 ... -24.452896 -27.338999 -24.60709 ]
 ...
 [-44.127605 -44.77618  -43.784    ... -43.622234 -44.21592  -45.107502]
 [-47.793617 -48.34123  -43.46334  ... -46.528652 -46.18988  -45.902546]
 [-47.346394 -45.107773 -39.58038  ... -45.241863 -46.06692  -45.672737]]"
13,0268057eb,0,1,25.4987,5906.25,26.2933,8250.0,"[[-37.843872 -39.5328   -37.913105 ... -36.621475 -42.092293 -43.528133]
 [-37.56762  -39.64581  -37.755592 ... -36.416904 -41.81496  -44.062927]
 [-36.462605 -40.09785  -37.12555  ... -35.59861  -40.705624 -46.20209 ]
 ...
 [-63.02053  -63.658363 -64.42036  ... -59.147533 -62.64855  -64.012886]
 [-63.30319  -64.32511  -63.29651  ... -60.097164 -62.891247 -64.567894]
 [-63.37385  -64.4918   -63.01555  ... -60.33457  -62.95192  -64.70665 ]]","[[-11.408499  -18.400297   -8.225658  ...  -9.784333  -10.372473
  -15.179554 ]
 [-12.288483  -18.887928   -8.485735  ...  -9.68365   -10.877782
  -16.143402 ]
 [-13.1684675 -19.375559   -8.745811  ...  -9.582967  -11.38309
  -17.107248 ]
 ...
 [-37.05035   -34.83897   -29.732042  ... -20.476688  -29.722511
  -35.021908 ]
 [-37.483078  -35.40571   -30.17095   ... -20.434408  -29.811796
  -35.06221  ]
 [-37.915802  -35.972446  -30.609856  ... -20.39213   -29.901081
  -35.10251  ]]","[[-41.939224 -44.642815 -41.241302 ... -41.819603 -46.472267 -47.360863]
 [-46.64238  -48.657215 -46.57578  ... -50.545055 -49.399036 -52.688057]
 [-45.327675 -46.653164 -44.969337 ... -53.460278 -51.330795 -51.97437 ]
 ...
 [-68.90327  -69.2666   -66.88633  ... -67.97175  -65.63556  -68.54774 ]
 [-69.39984  -68.663246 -67.10486  ... -65.639885 -65.97218  -70.42641 ]
 [-70.8935   -70.54749  -66.64601  ... -66.217064 -65.89446  -69.08249 ]]"
14,0275e127d,11,1,11.9989,1808.79,13.1367,5684.77,"[[-37.388645 -37.536858 -38.225105 ... -36.71653  -32.92849  -30.28684 ]
 [-37.31681  -37.243397 -37.28598  ... -36.748455 -33.180614 -30.589457]
 [-37.029476 -36.069557 -33.52949  ... -36.87616  -34.189106 -31.79992 ]
 ...
 [-48.779198 -48.577198 -47.65219  ... -45.982    -48.108643 -48.959225]
 [-49.457615 -48.810955 -47.895264 ... -47.154587 -49.013615 -49.605465]
 [-49.62722  -48.869392 -47.95603  ... -47.447735 -49.239857 -49.767025]]","[[ -3.8948684  -1.7941992  -2.9932497 ... -13.8561735 -20.177927
   -9.458298 ]
 [ -3.8295784  -1.7794389  -3.1353853 ... -14.003333  -20.421587
   -9.494835 ]
 [ -3.7642882  -1.7646785  -3.2775211 ... -14.150493  -20.665249
   -9.531372 ]
 ...
 [ -2.2239304  -3.1973925  -3.906964  ... -11.109842  -20.410288
   -5.8409624]
 [ -2.333978   -3.3432748  -3.7948735 ... -10.902741  -20.25235
   -5.6388955]
 [ -2.4440253  -3.4891574  -3.6827831 ... -10.6956415 -20.094412
   -5.4368286]]","[[-41.889275 -42.561344 -43.362736 ... -42.091545 -38.12621  -37.455143]
 [-41.91978  -39.72391  -36.9836   ... -39.7966   -37.648804 -40.40451 ]
 [-37.755486 -35.805725 -33.445797 ... -35.879955 -36.946297 -39.356804]
 ...
 [-56.087063 -56.06885  -53.794117 ... -51.693645 -54.79263  -56.02636 ]
 [-58.566315 -61.303722 -57.006218 ... -53.601624 -57.2817   -55.147793]
 [-54.272095 -58.12157  -60.32591  ... -57.370117 -55.89762  -53.666775]]"
15,0295e3234,11,1,5.1606,1808.79,6.2984,5684.77,"[[-32.871838 -31.04026  -26.761202 ... -29.326107 -33.63928  -34.75679 ]
 [-33.005775 -30.733707 -26.680378 ... -29.110853 -33.215443 -33.70663 ]
 [-33.541534 -29.507502 -26.357084 ... -28.249836 -31.520088 -29.505995]
 ...
 [-43.20617  -43.700893 -44.40541  ... -41.1231   -44.526733 -44.903797]
 [-43.38715  -43.715405 -44.231255 ... -41.999264 -44.66296  -44.581173]
 [-43.432396 -43.719032 -44.187714 ... -42.218304 -44.697018 -44.500515]]","[[ -3.7896523  -13.702607   -10.075271   ...  -4.038292    -5.3959336
   -9.640206  ]
 [ -3.7591963  -13.455639    -9.846103   ...  -4.0968943   -5.441108
   -9.695948  ]
 [ -3.7287402  -13.208671    -9.616934   ...  -4.1554966   -5.486283
   -9.751689  ]
 ...
 [ -4.1873016   -1.3422695   -0.6052933  ...  -5.68907     -4.4601097
   -9.71999   ]
 [ -4.26391     -1.513581    -0.6784958  ...  -5.840254    -4.4755898
   -9.828922  ]
 [ -4.340518    -1.6848925   -0.75169843 ...  -5.991438    -4.49107
   -9.937854  ]]","[[-37.407322 -35.66727  -33.01307  ... -33.86748  -38.178715 -37.2658  ]
 [-33.18492  -30.910841 -34.090916 ... -34.549034 -35.537193 -34.52921 ]
 [-31.828943 -31.054485 -35.032333 ... -32.22831  -32.3836   -32.11085 ]
 ...
 [-52.03859  -51.320133 -51.354607 ... -49.43406  -51.29967  -49.608402]
 [-47.487926 -49.528656 -51.303314 ... -51.097023 -48.98073  -50.178497]
 [-48.876442 -49.03745  -49.979736 ... -52.8054   -51.151558 -52.02628 ]]"
16,0297d886e,13,1,57.808,93.75,58.432,843.75,"[[-57.16612  -52.263397 -50.8574   ... -52.825756 -53.694683 -57.10562 ]
 [-56.560844 -52.886124 -52.17048  ... -52.373165 -53.66873  -57.388725]
 [-54.139736 -55.377018 -57.422802 ... -50.562805 -53.564934 -58.521152]
 ...
 [-72.76006  -71.83237  -72.09345  ... -72.70594  -72.29936  -72.01285 ]
 [-72.15489  -72.12319  -72.35156  ... -73.09725  -72.33904  -71.50941 ]
 [-72.0036   -72.1959   -72.41609  ... -73.19508  -72.34896  -71.383545]]","[[-29.240583 -23.695644 -32.174465 ... -33.595715 -40.415894 -50.871166]
 [-29.530018 -24.282307 -33.124157 ... -34.520725 -41.201218 -51.536797]
 [-29.819452 -24.868967 -34.07385  ... -35.445736 -41.98654  -52.202427]
 ...
 [-35.373447 -32.901096 -45.62682  ... -48.58233  -49.089054 -52.86788 ]
 [-35.193054 -32.790936 -45.486828 ... -48.54061  -48.95155  -52.777615]
 [-35.012665 -32.680775 -45.34684  ... -48.498894 -48.81404  -52.68735 ]]","[[-59.64568  -57.465775 -55.622868 ... -57.386417 -57.38988  -60.51177 ]
 [-57.811584 -60.060024 -56.928223 ... -60.60048  -61.43821  -62.733894]
 [-59.83657  -60.956497 -59.269264 ... -62.927834 -61.118805 -64.15001 ]
 ...
 [-75.65827  -76.96339  -76.748344 ... -76.69623  -76.72077  -75.15031 ]
 [-75.88126  -77.04535  -74.517944 ... -77.22547  -76.96678  -74.87498 ]
 [-72.33609  -74.20204  -73.4087   ... -75.85054  -76.82096  -77.36824 ]]"
17,02b9a8ab9,12,1,33.9093,562.5,37.0453,3281.25,"[[-54.743565 -50.32292  -47.392597 ... -55.92084  -51.878487 -50.985703]
 [-53.726784 -49.39083  -47.1527   ... -56.072006 -51.620216 -51.156948]
 [-49.65967  -45.66248  -46.19311  ... -56.676662 -50.587128 -51.841934]
 ...
 [-69.97683  -69.451126 -69.159676 ... -70.53595  -70.30823  -69.13652 ]
 [-69.250336 -68.95673  -69.656685 ... -70.38071  -69.935936 -69.37658 ]
 [-69.06871  -68.83314  -69.78094  ... -70.34189  -69.84286  -69.43659 ]]","[[-10.994074  -14.391941  -14.382712  ... -11.023281  -15.673697
  -14.534268 ]
 [-10.987396  -14.490939  -14.462843  ... -11.0575    -15.72912
  -14.836152 ]
 [-10.980718  -14.589938  -14.5429735 ... -11.091719  -15.784544
  -15.138035 ]
 ...
 [-18.424587  -24.175629  -26.745167  ... -25.93823   -29.11567
  -27.435541 ]
 [-18.528597  -24.361635  -27.101019  ... -26.751139  -29.814045
  -27.887978 ]
 [-18.632608  -24.547642  -27.456871  ... -27.564047  -30.51242
  -28.340414 ]]","[[-57.340042 -52.930138 -51.846706 ... -60.963654 -57.978504 -56.15263 ]
 [-57.06283  -57.92094  -59.3014   ... -61.32111  -60.41636  -60.49253 ]
 [-62.249126 -58.8397   -61.89903  ... -62.083282 -61.350433 -63.508003]
 ...
 [-73.8832   -73.183365 -74.2123   ... -72.5499   -73.95413  -74.75448 ]
 [-73.71468  -72.648735 -73.87916  ... -74.0768   -74.13817  -74.19826 ]
 [-72.77294  -72.195175 -74.29454  ... -74.45722  -74.49172  -75.59602 ]]"
18,0313e82cf,16,4,21.472,3093.75,23.3067,4593.75,"[[-49.120037 -47.246883 -48.86638  ... -46.785057 -47.836422 -49.65081 ]
 [-48.987576 -47.120308 -48.467335 ... -46.40273  -48.05826  -49.18191 ]
 [-48.45773  -46.614014 -46.87115  ... -44.87341  -48.945614 -47.306324]
 ...
 [-60.7668   -63.192787 -63.90429  ... -62.995247 -59.88727  -62.58545 ]
 [-63.23163  -64.19402  -64.25677  ... -63.272358 -61.589264 -62.7826  ]
 [-63.84784  -64.44433  -64.34489  ... -63.341637 -62.014763 -62.83189 ]]","[[-15.514256 -12.882245 -22.628784 ... -15.427554 -13.263208 -10.999161]
 [-15.951    -13.283385 -23.091515 ... -15.812604 -13.59688  -11.443458]
 [-16.387745 -13.684525 -23.554245 ... -16.197653 -13.930552 -11.887754]
 ...
 [-24.734085 -18.708988 -16.87265  ... -20.329947 -19.259027 -19.466623]
 [-24.628448 -18.582245 -15.74331  ... -20.176153 -19.184998 -19.338404]
 [-24.522814 -18.455502 -14.61397  ... -20.02236  -19.110968 -19.210186]]","[[-55.5536   -52.81797  -53.27884  ... -52.603184 -53.946266 -54.993954]
 [-53.236275 -52.9592   -55.701206 ... -55.2449   -52.94675  -51.485138]
 [-52.153202 -52.01283  -56.463005 ... -55.57366  -55.337307 -54.899723]
 ...
 [-70.172295 -72.77891  -68.84869  ... -71.425285 -68.025696 -69.87549 ]
 [-68.39353  -71.08878  -71.4359   ... -71.85291  -69.36894  -69.32775 ]
 [-70.537506 -70.3535   -69.89607  ... -69.90557  -68.16092  -68.32361 ]]"
19,03b96f209,16,4,30.9333,3093.75,32.768,4593.75,"[[-37.6358   -31.5449   -34.614124 ... -35.205223 -41.237286 -40.52061 ]
 [-37.214546 -31.36485  -34.337906 ... -35.489986 -41.67848  -40.49845 ]
 [-35.529545 -30.644638 -33.233025 ... -36.629032 -43.443245 -40.409805]
 ...
 [-53.66415  -54.052597 -47.515884 ... -53.064274 -53.888767 -52.169537]
 [-53.96965  -54.158325 -49.55084  ... -54.160675 -54.613735 -53.142406]
 [-54.046024 -54.184757 -50.059578 ... -54.434772 -54.794975 -53.385624]]","[[ -7.9438195  -6.126021   -6.532217  ...  -7.1187987  -8.175964
   -8.739661 ]
 [ -8.751666   -6.7490063  -7.1965103 ...  -7.8427444  -9.007419
   -9.628441 ]
 [ -9.559512   -7.371991   -7.8608036 ...  -8.56669    -9.838872
  -10.51722  ]
 ...
 [-30.593237  -29.992706  -28.915974  ... -30.632229  -31.36858
  -32.11282  ]
 [-30.686378  -30.222713  -29.054789  ... -30.689716  -31.30503
  -32.24226  ]
 [-30.77952   -30.452719  -29.193605  ... -30.747202  -31.241482
  -32.371704 ]]","[[-41.37033  -37.137054 -40.4006   ... -39.892075 -45.169888 -43.455994]
 [-41.839756 -42.13467  -41.291527 ... -39.904297 -40.86489  -40.47866 ]
 [-42.967567 -45.59359  -45.768673 ... -41.389088 -44.821793 -43.97012 ]
 ...
 [-60.04941  -58.654545 -59.581184 ... -59.855614 -58.093742 -59.31861 ]
 [-60.434616 -59.803635 -60.429916 ... -59.179447 -57.00814  -56.58153 ]
 [-61.258133 -59.894096 -58.50703  ... -59.617374 -58.129738 -56.635445]]"
20,03b96f209,16,4,49.632,3093.75,51.4667,4593.75,"[[-32.90166  -33.387947 -29.768105 ... -29.861044 -30.267382 -29.297436]
 [-32.892406 -33.125668 -29.453072 ... -29.350685 -29.67197  -29.066217]
 [-32.855396 -32.07654  -28.192944 ... -27.309246 -27.29032  -28.141352]
 ...
 [-47.62344  -48.343987 -47.8187   ... -48.52742  -49.04048  -47.94461 ]
 [-48.51956  -48.677574 -48.70405  ... -49.209892 -50.103004 -48.18054 ]
 [-48.74359  -48.76097  -48.925385 ... -49.38051  -50.368633 -48.23952 ]]","[[ -5.4510345  -5.2424655  -4.5931015 ... -12.410538   -4.58611
   -4.5237694]
 [ -6.0053773  -5.7755976  -5.0601964 ... -12.862535   -5.0359535
   -4.983814 ]
 [ -6.5597196  -6.3087296  -5.527292  ... -13.314533   -5.485797
   -5.443858 ]
 ...
 [-28.33487   -31.202858  -27.418755  ... -23.689545  -20.832815
  -19.598743 ]
 [-28.470636  -31.429407  -27.68257   ... -23.332123  -20.624765
  -19.51945  ]
 [-28.606403  -31.655958  -27.946384  ... -22.974699  -20.416718
  -19.440155 ]]","[[-38.337067 -38.37307  -37.539303 ... -36.100594 -36.8548   -35.068012]
 [-40.38334  -41.465504 -39.733135 ... -39.173946 -38.56725  -38.40449 ]
 [-42.509563 -42.974224 -42.52112  ... -44.0803   -41.57124  -36.589733]
 ...
 [-60.29078  -56.670853 -56.10991  ... -55.270824 -54.60214  -54.373573]
 [-56.51986  -54.71557  -56.210346 ... -53.338074 -54.93256  -56.20859 ]
 [-54.41724  -54.213367 -55.815098 ... -55.37154  -57.41234  -56.253418]]"
21,03d77fede,0,1,44.4107,5906.25,45.2053,8250.0,"[[-43.28132  -44.50429  -43.550198 ... -39.48668  -43.733727 -51.036037]
 [-43.512836 -44.511906 -42.976727 ... -38.75464  -43.27991  -50.821095]
 [-44.438904 -44.542355 -40.68284  ... -35.82648  -41.46465  -49.961327]
 ...
 [-69.487854 -68.29171  -67.611664 ... -69.52479  -70.67876  -71.16761 ]
 [-69.479866 -69.53131  -68.63499  ... -69.79494  -70.67104  -71.2811  ]
 [-69.477875 -69.84121  -68.890816 ... -69.86247  -70.66911  -71.30946 ]]","[[-12.066399  -12.832571  -14.421758  ...  -5.752656   -8.606762
  -12.374418 ]
 [-11.804496  -12.747016  -14.37856   ...  -5.925959   -8.289646
  -11.946059 ]
 [-11.542594  -12.661461  -14.335362  ...  -6.0992618  -7.972531
  -11.517701 ]
 ...
 [ -0.9953447  -1.12649    -2.683196  ...  -3.8896787  -1.1263916
   -1.0046002]
 [ -0.9255819  -1.1371152  -2.4842057 ...  -4.011154   -1.2461604
   -1.0643436]
 [ -0.8558191  -1.1477404  -2.2852154 ...  -4.13263    -1.3659292
   -1.124087 ]]","[[-49.83774  -50.688957 -52.708847 ... -46.671024 -51.5491   -57.16356 ]
 [-59.283596 -53.668495 -52.035038 ... -47.78056  -52.330906 -55.002323]
 [-59.275967 -56.971207 -56.21344  ... -57.06361  -60.735657 -55.91625 ]
 ...
 [-75.21166  -74.75765  -74.95779  ... -75.014275 -73.812065 -76.87467 ]
 [-77.70727  -75.63202  -74.22016  ... -75.286804 -76.71134  -76.34208 ]
 [-78.90475  -76.917725 -74.91521  ... -73.47266  -75.67453  -75.55327 ]]"
22,043356ff8,18,1,0.1227,3187.5,0.816,5062.5,"[[-45.823635 -46.312782 -45.36639  ... -48.79708  -47.98032  -48.402466]
 [-45.86463  -46.34859  -45.412235 ... -47.89057  -47.34792  -47.62839 ]
 [-46.028618 -46.491817 -45.595627 ... -44.26453  -44.818314 -44.53209 ]
 ...
 [-61.871815 -61.775944 -61.96143  ... -62.828007 -62.636173 -62.735325]
 [-61.699833 -61.667324 -61.73023  ... -62.02558  -62.300373 -62.158344]
 [-61.65684  -61.640167 -61.672424 ... -61.824974 -62.216423 -62.0141  ]]","[[-20.228512 -20.357079 -20.108332 ... -25.260696 -26.497572 -25.858288]
 [-20.225832 -20.346516 -20.11302  ... -25.259867 -26.502077 -25.860035]
 [-20.223152 -20.335953 -20.117708 ... -25.259037 -26.50658  -25.861784]
 ...
 [-13.597086 -13.545962 -13.644875 ... -11.616226 -15.527033 -13.505717]
 [-13.190321 -13.084542 -13.2892   ... -11.204134 -15.082035 -13.077726]
 [-12.783555 -12.623122 -12.933526 ... -10.792042 -14.637038 -12.649736]]","[[-50.952877 -52.22856  -49.760395 ... -50.321674 -50.138393 -50.23312 ]
 [-53.264423 -52.830563 -53.669987 ... -45.198887 -44.360588 -44.793865]
 [-49.100525 -48.741146 -49.436466 ... -53.359318 -57.11992  -55.17624 ]
 ...
 [-65.9296   -65.429634 -66.39697  ... -68.93066  -70.62145  -69.74756 ]
 [-69.833374 -70.66899  -69.052246 ... -74.71126  -75.40683  -75.04732 ]
 [-72.390175 -72.535645 -72.2542   ... -69.88248  -70.057594 -69.96709 ]]"
23,04975ecd8,19,1,54.384,281.25,55.936,2812.5,"[[-33.112415 -35.46593  -37.9335   ... -31.719318 -27.178642 -31.472378]
 [-32.60812  -35.225876 -37.707996 ... -31.555191 -27.276073 -31.507345]
 [-30.590935 -34.26566  -36.805996 ... -30.898676 -27.665806 -31.647217]
 ...
 [-57.671864 -57.04597  -58.381065 ... -57.232803 -57.052044 -57.28422 ]
 [-57.880417 -57.6201   -58.89357  ... -57.009773 -56.77928  -57.34291 ]
 [-57.932556 -57.76363  -59.021698 ... -56.954018 -56.71109  -57.357582]]","[[-1.2558515 -3.3940125 -7.017706  ... -1.3145518 -3.662886  -4.369537 ]
 [-1.1489252 -3.3776    -7.155759  ... -1.3747252 -3.2960584 -3.9830906]
 [-1.0419989 -3.3611877 -7.2938123 ... -1.4348985 -2.9292307 -3.5966444]
 ...
 [-9.641634  -4.8678155 -7.160668  ... -6.2945848 -8.029933  -2.7284732]
 [-9.747818  -5.0044866 -7.219854  ... -6.3824053 -8.370628  -3.0636854]
 [-9.854001  -5.141158  -7.27904   ... -6.470226  -8.711324  -3.3988976]]","[[-36.80515  -37.9113   -40.320152 ... -32.67765  -28.3972   -30.943832]
 [-29.99221  -33.154358 -35.16302  ... -28.527695 -31.757677 -34.70696 ]
 [-32.675694 -34.575478 -37.297802 ... -34.84269  -33.92634  -37.11085 ]
 ...
 [-57.605232 -59.433083 -58.077095 ... -56.45059  -57.198746 -61.0378  ]
 [-58.05412  -59.379303 -60.812214 ... -58.56912  -58.758423 -62.84763 ]
 [-58.689785 -60.609875 -58.338154 ... -62.363136 -60.701904 -60.971905]]"
24,04d6b1fc1,17,4,4.7307,1406.25,7.3387,3937.5,"[[-27.603136 -29.594975 -28.26064  ... -26.623611 -26.839115 -21.755262]
 [-27.544619 -28.750057 -28.056242 ... -25.954727 -26.46115  -21.091415]
 [-27.310549 -25.37039  -27.23866  ... -23.279186 -24.949287 -18.436026]
 ...
 [-39.51009  -42.209007 -42.799835 ... -36.699055 -41.608883 -43.04726 ]
 [-40.12146  -42.120213 -42.836514 ... -37.4733   -41.34021  -43.216347]
 [-40.274303 -42.09801  -42.84568  ... -37.666862 -41.27304  -43.258617]]","[[-5.0716305  -2.6112971  -3.9497354  ... -0.5792677  -0.6275357
  -0.82314765]
 [-5.085583   -2.5956087  -4.0183945  ... -0.5158433  -0.5845931
  -0.8221189 ]
 [-5.0995364  -2.57992    -4.087054   ... -0.4524189  -0.5416505
  -0.8210901 ]
 ...
 [-1.7967632  -2.299745   -3.863246   ... -2.172187   -0.61115193
  -0.82510185]
 [-1.6818402  -2.2809193  -3.869072   ... -2.2811742  -0.6384233
  -0.86105925]
 [-1.5669172  -2.2620933  -3.874898   ... -2.390161   -0.66569465
  -0.89701664]]","[[-29.871243 -31.64663  -32.80297  ... -28.984753 -28.997274 -24.508562]
 [-34.62343  -32.81783  -36.002506 ... -29.846958 -28.515203 -24.810623]
 [-36.343533 -34.14596  -34.9009   ... -34.405315 -33.565742 -31.429234]
 ...
 [-47.898132 -49.883305 -49.25815  ... -46.4934   -46.2978   -47.358704]
 [-47.935444 -46.47012  -49.53939  ... -46.791203 -46.446648 -50.184757]
 [-49.296898 -43.265877 -44.968323 ... -44.716713 -44.003372 -44.71948 ]]"
25,04e70a8e3,7,1,23.5947,4687.5,26.736,11437.5,"[[-23.558289 -20.805187 -23.570408 ... -21.361135 -17.590242 -20.255024]
 [-23.831152 -20.396118 -23.004826 ... -20.36565  -16.939867 -19.902346]
 [-24.922602 -18.759842 -20.7425   ... -16.38371  -14.33836  -18.491634]
 ...
 [-33.54579  -33.12241  -33.19135  ... -28.581291 -32.5036   -32.406784]
 [-34.078747 -33.925705 -33.665092 ... -31.150253 -33.745537 -33.796448]
 [-34.211983 -34.126526 -33.783527 ... -31.792494 -34.05602  -34.143864]]","[[-23.073002   -6.800734   -3.8569486 ...  -5.0184793  -8.691959
  -20.088236 ]
 [-23.214743   -6.9387608  -4.0392528 ...  -5.0283356  -8.484058
  -19.83969  ]
 [-23.356483   -7.0767875  -4.2215567 ...  -5.0381923  -8.276158
  -19.591145 ]
 ...
 [-21.916737   -9.020849   -6.689782  ... -11.262166  -12.097438
  -19.326363 ]
 [-21.570658   -8.820458   -6.475729  ... -11.432365  -12.451625
  -19.377476 ]
 [-21.22458    -8.620069   -6.2616763 ... -11.602564  -12.805812
  -19.428589 ]]","[[-34.422295 -29.567955 -31.774536 ... -32.452198 -28.13845  -29.650303]
 [-34.056683 -27.763811 -30.94752  ... -31.701283 -31.36435  -30.396912]
 [-30.451195 -28.080729 -29.743702 ... -33.397797 -32.228275 -32.206207]
 ...
 [-43.11947  -44.705727 -44.88871  ... -42.058903 -44.40111  -46.617413]
 [-47.05437  -44.5593   -43.59372  ... -46.205276 -45.95721  -46.47655 ]
 [-50.397667 -44.702633 -43.291718 ... -43.302433 -42.808445 -47.13054 ]]"
